class	column	line_id	line_idx	edits	subs	gt	model
letter	page-045-R	_233a2a4b-59c6-46b9-b7df-0d5f0f01736c	49	2	∅→ι ὑ→̓	μένῳ ὑποδήματος ἀντὶ νομίσματος Πα9. 1257a10. — ἀλ-	μένιῳ ̓ποδήματος ἀντὶ νομίσματος Πα9. 1257a10. — ἀλ-
letter	page-045-R	_8783ffaa-5759-4de0-b969-bf8b04b3ede3	60	12	ἄ→Λ λ→. ε→a τ→ῖ ὁ→̓ δ→∅ ε→̓ ξ→ι ι→8 ι→Γ ∅→. 6→9	ἄλλεται ὁ δεξιός Ζιθ24. 604a27.	Λλ.aῖαι ̓ ̓ι8ός ΖΓθ24.. 904a27.
letter	page-046-L	_00077d3c-105d-489e-8f18-3abdd382bea7	26	1	ν→∅	ἀλλοῖα σπȣδάσαι f 170. 1506b2. ἐστὶ τινὰ αὐξανόμενα ἃ	ἀλλοῖα σπȣδάσαι f 170. 1506b2. ἐστὶ τινὰ αὐξαόμενα ἃ
letter	page-046-R	_0076a5e7-c77b-40e0-bd06-f63138f588b8	49	1	ὲ→ὶ	Γβ11. 338a18. ἄλλως ȣ̓δὲν ὄντα χρήσιμα Ζμγ2. 663b4.	Γβ11. 338a18. ἄλλως ȣ̓δὶν ὄντα χρήσιμα Ζμγ2. 663b4.
letter	page-046-R	_151f8d7d-a786-4e42-a263-4f401eb5ed07	52	3	e→s ᾽→' ,→∅	men᾽ ἐὰν ἡμίπυρον ᾖ, σφοδρὸν δὲ ἄλλως ϗ̀ ἀθρόον κ4.	msn' ἐὰν ἡμίπυρον ᾖ σφοδρὸν δὲ ἄλλως ϗ̀ ἀθρόον κ4.
letter	page-047-R	_eb0c53ec-5983-403f-9433-10afc766eb4d	2	4	 →ν ν→  ᾽→' ᾽→'	μηδὲν ἀξιȣ͂ νἀξίωμ᾽ ἄλογον, ἀλλ᾽ ἢ ἐπαγωγὴν ἢ ἀπόδειξιν	μηδὲν ἀξιȣ͂ν ἀξίωμ' ἄλογον, ἀλλ' ἢ ἐπαγωγὴν ἢ ἀπόδειξιν
letter	page-047-R	_a6d1a00c-44d4-4259-ac5e-3fa7e99f4aac	24	2	M→∅  →Μ	phytorum, alcyonia Cr, polyparium ignotum M 168, cf AZι	phytorum, alcyonia Cr, polyparium ignotum Μ168, cf AZι
letter	page-048-R	_93ef5863-c428-4e64-904d-4c48293f7e06	39	2	∅→ȣ ῆ→͂	γένεσις Ζιζ10. 565b1 πῶς βοηθῆσι πρὸς τὸ ἄγκιστρον Ζιι	γένεσις Ζιζ10. 565b1 πῶς βοηθȣ͂σι πρὸς τὸ ἄγκιστρον Ζιι
letter	page-049-L	_1d726357-2e0d-4f67-949e-9a6d6dc5fa33	14	1	Ι→I	ἀμαθύνει (Hom Ι 593) Ρα7. 1365a14.	ἀμαθύνει (Hom I 593) Ρα7. 1365a14.
letter	page-049-L	_e9633e77-0970-4d65-a9e6-7f9a75420f3e	44	2	ἁ→ἀ δ→ο	ἁμάρτημα. ἐν τοῖς ἀιδίοις ȣ̓δὲν ȣ̓́τε κακὸν ȣ̓́τε ἁμάρτημα	ἀμάρτημα. ἐν τοῖς ἀιδίοις ȣ̓οὲν ȣ̓́τε κακὸν ȣ̓́τε ἁμάρτημα
letter	page-049-R	_4c298902-cc97-472c-bde6-be4eef9c36e6	18	2	α→∅ υ→ȣ	ἀμαυρȣ͂ν. ἀμαυρȣ͂ται τὸ θερμόν μβ8. 367b28. Ζμγ4. 667a19.	ἀμαυρȣ͂ν. ἀμȣρȣ͂ται τὸ θερμόν μβ8. 367b28. Ζμγ4. 667a19.
letter	page-049-R	_e32692ee-d361-4ddc-8b11-ff1466a75641	41	1	Δ→Λ	ἀμβλυωπότερος ἐγένετο τὰς ὄψεις Διονύσιος f546. 1568	ἀμβλυωπότερος ἐγένετο τὰς ὄψεις Λιονύσιος f546. 1568
letter	page-050-R	_133a3661-ee2a-492a-b099-11dfb840291d	10	3	Ζ→Z  →∅ ∅→ 	ber sardo Ka Ζι adα1, pelamys sarda, bonite AΖι I121 n2).	ber sardo Ka Zι adα1, pelamys sarda, bonite AΖιI121 n 2).
letter	page-051-L	_4c89ce4b-6e9e-45d5-96ce-b435de0184a9	16	1	υ→ȣ	ἀμυργοὶ λαμπτῆρες (Emped 222, v l ἀμοργȣ́ς) αι2. 437b28.	ἀμȣργοὶ λαμπτῆρες (Emped 222, v l ἀμοργȣ́ς) αι2. 437b28.
letter	page-051-L	_98055d1f-a853-426a-880c-337501282fef	26	3	υ→ȣ ἦ→ἣ ∅→͂	ζων ἐκ τῆς ἀμπέλυ φτα3. 818b35. ἄμπελός τις ἦν καλȣσι	ζων ἐκ τῆς ἀμπέλȣ φτα3. 818b35. ἄμπελός τις ἣν καλȣ͂σι
letter	page-051-L	_330a6f27-bd55-4dbc-be4e-39c8704f45d0	27	1	Ὑ→∅	κάπνεον Ζγδ4. 770b20. ἄμπελος Ἀνθηδονιὰς ϗ̀ Ὑπερείας	κάπνεον Ζγδ4. 770b20. ἄμπελος Ἀνθηδονιὰς ϗ̀ περείας
letter	page-051-L	_6d34b9f5-74e3-4516-9995-99415d6915b8	40	2	 →∅ a→∅	τὰ ἀμύγδαλα χρησιμώτατα πρὸς τὸ μέλι ποιεῖν θ20. 832 a	τὰ ἀμύγδαλα χρησιμώτατα πρὸς τὸ μέλι ποιεῖν θ20. 832
letter	page-051-L	_790a0f96-78ec-4709-b1ba-6bc3eb6c1be2	41	1	∅→a	1. eorum amaritudo explicatur f 256. 1525b9. (drupa	a1. eorum amaritudo explicatur f 256. 1525b9. (drupa
letter	page-051-L	_b3d770c8-9e63-4377-8747-be64749bbc7a	58	2	∅→ȣ ῷ→͂	ἀμύλιον ἐκ τῷ σταιτός πδ21. 879a10.	ἀμύλιον ἐκ τȣ͂ σταιτός πδ21. 879a10.
letter	page-051-L	_50f21811-2fdd-4663-a121-2c556497b376	61	2	ύ→ΐ ι→∅	1384a22. ἀμύνεσθαι om obiecto Ζια1. 488b9. ι41. 628b5.	1384a22. ἀμΐνεσθαι om obiecto Ζα1. 488b9. ι41. 628b5.
letter	page-051-R	_00938988-1604-457e-9031-d3ae991a361b	3	1	Μ→M	ἀμύνεσθαι περὶ πάτρης (Hom Μ 243) Ρβ21. 1395a14. —	ἀμύνεσθαι περὶ πάτρης (Hom M 243) Ρβ21. 1395a14. —
letter	page-051-R	_58e641dd-73a1-4f02-858d-434d6ffb0584	54	2	ῳ→ȣ  →∅	Ἀμφίμαχος. ἐπίγραμμα ἐπὶ Ἀμφιμάχῳ f 596. 1576b7.	Ἀμφίμαχος. ἐπίγραμμα ἐπὶ Ἀμφιμάχȣ f596. 1576b7.
letter	page-052-L	_fea39d45-2fd9-4271-bc35-d75a2b2d6b9c	5	2	’→∅ ∅→δ	’νόματος al Πδ16. 1300b27, 22. 15. 1299a29. γ9. 1281	νόματος al Πδδ16. 1300b27, 22. 15. 1299a29. γ9. 1281
letter	page-053-L	_2b9065fe-ba36-4693-a2b3-56e17e783526	43	1	n→∅	particula ἄν suam vim retinet ad determinandum apodosis	particula ἄν suam vim retiet ad determinandum apodosis
letter	page-053-L	_3b9478ca-b7d2-48da-a046-2f36f75d0303	50	1	∅→o	Ηε1. 1129a17. — εἰ πάθοι ἂν sim in enunciatione in-	Ηε1. 1129a17. — εἰ πάθοι ἂν sim in enunciatione in-o
letter	page-054-R	_e33d18eb-4736-44fe-906a-e8d8b356dfbf	61	7	ο→α ͂→∅ γ→ν ν→∅ ,→ν ȣ→∅ έ→θ	4. τῶν μὲν ἕτερον αἴτιον τȣ͂ ἀναγκαῖα εἶναι, τῶν δὲ ȣ̓θέν	4. τῶν μὲν ἕτερον αἴτιαν τȣ ἀνανκαῖα εἶαιν τῶν δὲ ̓θθν
letter	page-056-L	_18dba835-306f-4e19-820e-ae7fb83fc988	5	1	ϛ→ς	γνωσιϛ Ργ12. 1414a18.	γνωσις Ργ12. 1414a18.
letter	page-056-R	_6fd58379-48cf-4fbe-b449-f176a2861ecc	44	5	∅→I [→∅ ?→∅ ]→' ∅→ 	ἀναιδὴς λᾶας (Hom [?]λ 598) Ργ11. 1411b34.— ἀναιδȣ͂ς ση-	ἀναιδὴς λᾶας (IHom 'λ 598) Ργ11. 1411b34. — ἀναιδȣ͂ς ση-
letter	page-056-R	_94e6e5e2-6e87-4758-881b-d3f832e91978	61	7	5→θ  →∅  →∅ .→∅ ∅→κ ∅→. ,→ι	54 n 1). — 2. ζῷα ἄναιμα, τὰ ἄναιμα. α. ὅτι ἐστὶ τῶν	θ4n1) —κ 2.. ζῷα ἄναιμαι τὰ ἄναιμα. α. ὅτι ἐστὶ τῶν
letter	page-057-R	_40f40ff9-e804-4e53-a877-5724fee26b55	44	1	ο→δ	φροσύνη Ηβ7. 1107b8. 8. 1109a4. ηεβ3. 1221a2. γ2.	φρδσύνη Ηβ7. 1107b8. 8. 1109a4. ηεβ3. 1221a2. γ2.
letter	page-057-R	_1def0798-298a-4d72-8770-e6b1d93324aa	47	2	ϗ→∅ ̀→ἢ	517b31. ὑστέραι πυκνότεραι ϗ̀ ἀναισθητότεραι Ζικ3. 635	517b31. ὑστέραι πυκνότεραι ἢ ἀναισθητότεραι Ζικ3. 635
letter	page-058-L	_ace71b67-2a97-4393-81ec-38be80bd9cff	26	1	Λ→Α	ἀναίτιος. τὸ ἀναίτιον, syn μὴ αἴτιον Λγ13. 78b12, a29. τι5.	ἀναίτιος. τὸ ἀναίτιον, syn μὴ αἴτιον Αγ13. 78b12, a29. τι5.
letter	page-058-R	_ca5452e5-422c-4f16-86d7-907d76d57396	2	2	ȣ→ο ̓→ύ	ἀνακλᾶσθαι. ἡ ἀνακλασθεῖσα σφαῖρα ȣ̓χ ὑπὸ τȣ͂ τοίχȣ ἐκι-	ἀνακλᾶσθαι. ἡ ἀνακλασθεῖσα σφαῖρα ούχ ὑπὸ τȣ͂ τοίχȣ ἐκι-
letter	page-058-R	_c78bf1ac-e29a-4b1d-bc7f-0d23480cdb62	23	1	ὄ→ἄ	τὴν ἀνάκλασιν ὀλίγῃ τῇ ὄψει θεωρȣ͂νται μγ4. 374b22. τὴν	τὴν ἀνάκλασιν ὀλίγῃ τῇ ἄψει θεωρȣ͂νται μγ4. 374b22. τὴν
letter	page-058-R	_6a0e0a25-7243-47df-b12b-7f7ace15d9c5	58	6	∅→' ’→᾽ ἡ→ἠ ∅→ν έ→ό 3→9	λαμβάνοντας τὸ ὅμοιον ἐκ τῶν παρ’ ἡμῖν γιγνομένων μα3.	λαμβάνοντας τὸ ὅμοιον ἐκ τῶν παρ'᾽ ἠμῖν γινγνομόνων μα9.
letter	page-059-R	_01a10178-83a8-4790-a299-9e818267bc76	20	1	ϛ→ς	ληψιϛ μνήμης, dist λῆψις μν2. 451a30.	ληψις μνήμης, dist λῆψις μν2. 451a30.
letter	page-060-R	_30c87a9e-112f-4f19-9fd7-d0ea95566df5	53	3	[→∅ ?→∅ ]→ὦ	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υ[?]τον) τὴν τροφὴν ἀνα-	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υὦτον) τὴν τροφὴν ἀνα-
letter	page-062-L	_e5aad6a7-2ce3-4808-bae2-9c9bdb28f0e8	14	1	e→c	Ἀναξίμανδρος. ipsa eius verba adhibentur: ϗ̀ ‘περιέχειν	Ἀναξίμανδρος. ipsa cius verba adhibentur: ϗ̀ ‘περιέχειν
letter	page-062-L	_4f906726-64fe-4df7-8118-21b53b16690c	15	1	ὰ→ὴ	ἅπαντα ϗ̀ κυβερνᾶν’, ὥς φασιν ὅσοι μὴ ποιȣ͂σι παρὰ τὸ	ἅπαντα ϗ̀ κυβερνᾶν’, ὥς φασιν ὅσοι μὴ ποιȣ͂σι παρὴ τὸ
letter	page-062-L	_5f8371d5-c197-4555-a641-91c443a1706b	58	2	b→p c→e	ἀνάπαλιν de qualibet conversione in contrarium usurpatur.	ἀνάπαλιν de qualipet conversione in eontrarium usurpatur.
digit	page-015-L	_9a0082ff-61a7-4006-82b9-3d85172bf9b9	19	4	2→3  →∅  →∅ -→∅	τερίας Bk2) Πε 11. 1315a3. hoc loco et οβ 1352b8 ἀβελ-	τερίας Bk3) Πε11. 1315a3. hoc loco et οβ1352b8 ἀβελ
digit	page-016-L	_b662cbb7-1b1e-4131-b9a3-8ede6a911be8	27	2	.→∅  →4	ηεη2. 1236a13. ημβ11. 1209a17. Αα1. 24a22. 40. 49	ηεη2. 1236a13. ημβ11. 1209a17. Αα1424a22. 40. 49
digit	page-023-R	_ecd15ba2-4016-47ac-988a-b62a11600f8a	40	1	1→l	numeratur Ζιε5. 540b18 (raia aquila K ad 11 cf C).	numeratur Ζιε5. 540b18 (raia aquila K ad 1l cf C).
digit	page-027-R	_f7977595-35f5-4086-a207-ef9ac95a0f64	45	3	9→∅ .→∅  →∅	σ9. 973a12.	σ973a12.
digit	page-028-R	_3d0ae3bb-7ef5-4646-b7bd-e8ec956c13b7	24	1	3→9	ἥπατι Ζμγ12. 673b26, ἐν νέφροις Ζια17. 497a10. Ζμγ9. 673	ἥπατι Ζμγ12. 673b26, ἐν νέφροις Ζια17. 497a10. Ζμγ9. 679
digit	page-030-L	_c560b2bc-746b-4b56-abac-3a2967235e80	14	1	c→0	(capra Angorensis St K Cr AZι I 63 n 2c). χίμαιρα (cf h v)	(capra Angorensis St K Cr AZι I 63 n 20). χίμαιρα (cf h v)
digit	page-036-L	_b944ecb2-854d-428d-9051-f006bcbbbc97	36	1	1→I	cimen I p 1 AZι I 86; sive fringilla carduelis Cr, sive frin-	cimen I p I AZι I 86; sive fringilla carduelis Cr, sive frin-
digit	page-036-L	_8c32c764-9980-492c-9f8e-47a335ed0d56	45	1	s→3	616a5 (serin C, parorum species, fort parus pendulinus sive	616a5 (serin C, parorum specie3, fort parus pendulinus sive
digit	page-036-R	_18d12815-768e-4176-8608-ae2d3859a196	32	1	5→9	ἄκεντρος. τῶν σφηκῶν οἱ κηφῆνες ἄκεντροι Ζιε22. 553b11	ἄκεντρος. τῶν σφηκῶν οἱ κηφῆνες ἄκεντροι Ζιε22. 593b11
digit	page-036-R	_4a217203-a07d-4cd8-8dba-001b74ec7ef7	37	1	6→0	ἀκέρατα ζῷα, opp κερατοφόρα Ζιβ1. 501a14. Ζμβ5. 651	ἀκέρατα ζῷα, opp κερατοφόρα Ζιβ1. 501a14. Ζμβ5. 051
digit	page-037-R	_9b0ad1c2-1883-4758-a4a6-f05de11be999	56	2	 →∅ 3→9	εἰς τὰς ἀκολασίας Ηδ1. 1119b31. 3. 1121b9.	εἰς τὰς ἀκολασίας Ηδ1. 1119b31.9. 1121b9.
digit	page-039-L	_45e65b53-3f4f-4a46-aa1f-23610c1c7ae7	53	1	0→9	ἀκράτεια def αρ1. 1250a1. 3. 1250a22 (cf ἀκρασία 6. 1251	ἀκράτεια def αρ1. 1250a1. 3. 1259a22 (cf ἀκρασία 6. 1251
digit	page-041-L	_aceec16f-1c18-43a0-989f-3b30a516490b	52	1	3→∅	πως ἄκρον Ηβ36. 1107a23. — ἄκρα termini proportionis	πως ἄκρον Ηβ6. 1107a23. — ἄκρα termini proportionis
digit	page-041-L	_3ff38fe5-b602-47ba-a7b2-ffa9c814030f	57	1	8→3	a18-22 Wz, τὸ ἄκρον Αα88. 49a26, 37. β8. 59b2. 23.	a18-22 Wz, τὸ ἄκρον Αα38. 49a26, 37. β8. 59b2. 23.
digit	page-043-R	_fa79dee3-44a3-4c02-b4f3-25a662466952	13	2	3→9  →∅	65a36. τα10. 104a32. θ3. 162b32. Γα 3. 318b28, 29.	65a36. τα10. 104a92. θ3. 162b32. Γα3. 318b28, 29.
digit	page-043-R	_2ba65299-94ef-45fb-9a53-feec553a3418	15	1	1→4	1431b4. δόξειεν ἂν ἔχειν ἀλήθειαν Πγ11. 1281a12. —	1431b4. δόξειεν ἂν ἔχειν ἀλήθειαν Πγ11. 1281a42. —
digit	page-044-L	_1548528e-a1ff-4370-a193-6a1dc3e91256	60	3	,→∅  →∅ 6→∅	ἀλῆτις, ᾆσμα ταῖς αἰώραις προσᾳδόμενον f 472. 1556a3, 6,	ἀλῆτις, ᾆσμα ταῖς αἰώραις προσᾳδόμενον f 472. 1556a3,
digit	page-047-R	_65c7215e-75e6-40b0-a110-13476ad6d336	59	8	ς→3 θ→1 5→9 ∅→. a→1 ∅→. ∅→. 9→2	λας). θ10. 596a21. πια26. 902a1. 42. 904a5, reliquis	λα3). 110. 996a21.. πια26. 90211.. 42.. 204a5, reliquis
digit	page-050-L	_caf2f567-e453-4960-a80b-ef8b32f10e33	11	1	ι→1	ἀμελέτητος, opp γεγυμνάσθαι τιι6. 175a26, 24.	ἀμελέτητος, opp γεγυμνάσθαι τι16. 175a26, 24.
digit	page-050-R	_83cebea9-6d45-4ec3-9974-b05a91582c14	8	2	8→β '→∅	138, 'putant scombrum amiam intelligi' S II 174, scomber	13β, putant scombrum amiam intelligi' S II 174, scomber
digit	page-053-R	_f01c78c6-590b-4df8-b9a7-f4d55a80be45	6	1	1→3	tentialem Πγ13. 1283b15. ζ8. 1322a35 (Bk1 utroque	tentialem Πγ13. 1283b15. ζ8. 1322a35 (Bk3 utroque
punct	page-016-L	_0ce186ae-27d2-43c7-9ed8-bbac4a266821	4	1	.→,	b17. ηεγ1. 1228b18. η2. 1235b31, 1236b26, 1237a27.	b17. ηεγ1. 1228b18. η2. 1235b31, 1236b26, 1237a27,
punct	page-016-L	_3cabeab4-398c-48c5-a1c0-2293819c0790	18	1	.→,	δικαιοσύνη Ηε3. 1130a3. ψευδῆ ἀγαθά Πδ12. 1297a11. —	δικαιοσύνη Ηε3, 1130a3. ψευδῆ ἀγαθά Πδ12. 1297a11. —
punct	page-016-L	_2ab04d1a-c77e-485a-861e-a2452e91dc76	37	1	∅→-	χὴς ἀλλ' ἀγαθὸς φαινέσθω φ3. 808a7. — ἀγαθός, syn σπȣ-	χὴς ἀλλ' ἀγαθὸς φαινέσθω φ3. 808a7. — ἀγαθός, syn σπȣ--
punct	page-018-L	_9b5e3005-3862-45cf-8455-5e235a668438	45	1	’→᾽	τῶν ἀνηκέστων δι’ ἄγνοιαν πο14. 1453b35. τὸ δι’ ἄγνοιαν	τῶν ἀνηκέστων δι’ ἄγνοιαν πο14. 1453b35. τὸ δι᾽ ἄγνοιαν
punct	page-018-L	_3f5efa8d-6b74-4dc7-a063-fc4027dca5a9	50	3	ἢ→ἡ ἢ→ἡ ’→'	a26. ἄγνοια ἡ ἐν τῇ προαιρέσει, ἢ καθόλȣ, ἢ καθ’ ἕκαστα	a26. ἄγνοια ἡ ἐν τῇ προαιρέσει, ἡ καθόλȣ, ἡ καθ' ἕκαστα
punct	page-018-L	_34b7fb77-18e4-4140-9ae4-01c0d9cf1ba3	55	1	’→'	θέμις ἀγνή f 624. 1583a26. ἁγνὲ θεῶν πρέσβισθ’ ἑκατηβόλε	θέμις ἀγνή f 624. 1583a26. ἁγνὲ θεῶν πρέσβισθ' ἑκατηβόλε
punct	page-019-L	_95aa55ab-3a1a-422d-be7a-89b79dae9c08	9	1	’→᾽	ἀγόρασμα. ἀποστέλλειν τινὰ ἐπ’ ἀγόρασμά τι οβ1352b4.	ἀγόρασμα. ἀποστέλλειν τινὰ ἐπ᾽ ἀγόρασμά τι οβ1352b4.
punct	page-019-L	_8159c0f9-6f7d-47e2-aadf-2d9f29f95942	41	1	’→'	ϗ̀ διὰ τὴν χρῆσιν ϗ̀ διὰ τὴν τροφήν, τῶν δ’ ἀγρίων τὰ	ϗ̀ διὰ τὴν χρῆσιν ϗ̀ διὰ τὴν τροφήν, τῶν δ' ἀγρίων τὰ
punct	page-019-L	_6062f336-5f19-4a04-abf2-af9025211676	50	1	’→'	τῇ Ἀσίᾳ Ζιθ28. 606b17. περὶ Αἴγυπτον μετ’ ἀλλήλων ζῶσι	τῇ Ἀσίᾳ Ζιθ28. 606b17. περὶ Αἴγυπτον μετ' ἀλλήλων ζῶσι
punct	page-019-R	_8356885a-f5c3-4344-8b64-13b4d0d551b6	48	2	∅→  ᾽→∅	Πδ5. 1292b14,16. ἐφ᾽ ὁποτέραν τὴν ἀγωγὴν τὸ δίκαιον ἐφαρ-	Πδ5. 1292b14, 16. ἐφ ὁποτέραν τὴν ἀγωγὴν τὸ δίκαιον ἐφαρ-
punct	page-020-L	_5ddad0ca-166a-4bec-85cb-ed1a46fc6c00	49	1	.→∅	Ἀδάμας. ἀπέστη Κότυος Πε10. 1311b22.	Ἀδάμας ἀπέστη Κότυος Πε10. 1311b22.
punct	page-021-L	_264903cb-7de7-4730-b485-93c1d765493b	17	2	’→᾽ ’→᾽	σιν Μδ6. 1016a18. ἀδιάφορα τῷ εἴδει, κατ’ εἶδος, κατ’	σιν Μδ6. 1016a18. ἀδιάφορα τῷ εἴδει, κατ᾽ εἶδος, κατ᾽
punct	page-021-L	_b515ef74-c987-4e09-98a7-77c21c95cf93	34	1	’→'	θόντα ὑφ’ ȣ̔͂ ȣ̓κ ἔδει Ηθ15. 1163a3 Fr.	θόντα ὑφ' ȣ̔͂ ȣ̓κ ἔδει Ηθ15. 1163a3 Fr.
punct	page-021-L	_a6123079-29ab-4261-ad95-c80fdb655c18	42	1	’→'	1427a36. 37. 1444a11. ἀδικεῖν ἐκ προνοίας, δι’ ἐπιθυμίαν	1427a36. 37. 1444a11. ἀδικεῖν ἐκ προνοίας, δι' ἐπιθυμίαν
punct	page-023-L	_2043c9e1-6648-4954-9ae4-1b9641678008	24	1	.→,	65b1. οἱ εἰς τὸ ἀδ. ἄγοντες συλλογισμοί. οἱ εἰς τὸ ἀδ. συλλο-	65b1. οἱ εἰς τὸ ἀδ. ἄγοντες συλλογισμοί, οἱ εἰς τὸ ἀδ. συλλο-
punct	page-023-R	_b5442531-fd1e-4b6f-be81-78c3f99062e2	56	1	'→᾽	28. (Ὅμηρος ποιεῖ) ȣ̓δὲν ἄηθες, ἀλλ' ἔχοντα ἤθη πο24. 1460	28. (Ὅμηρος ποιεῖ) ȣ̓δὲν ἄηθες, ἀλλ᾽ ἔχοντα ἤθη πο24. 1460
punct	page-024-L	_f7c5f527-637b-412e-b809-0f0dfc1042c0	1	1	∅→.	ἀῆναι ἀέντων (Emped 223) αι2. 437b29.	ἀῆναι. ἀέντων (Emped 223) αι2. 437b29.
punct	page-024-R	_548d4a8e-f68a-472c-b336-f2127a3960dc	41	2	'→᾽ ∅→.	1418a29. ἐπ' ἄρχοντος Ἀθ. Εὐκλέȣς sim μα6. 343b4. 7	1418a29. ἐπ᾽ ἄρχοντος Ἀθ. Εὐκλέȣς sim μα6. 343b4. 7.
punct	page-025-L	_638f0337-8c77-43e9-bfcb-4127695d7e7e	13	1	·→ 	ληταὶ·ἄχροοι, δύσριγοι, ὑγιεινῶς διακείμενοι πλη5. 967a13.	ληταὶ ἄχροοι, δύσριγοι, ὑγιεινῶς διακείμενοι πλη5. 967a13.
punct	page-026-R	_b955cecf-c738-4a03-a986-dfc2beb4c7dc	36	1	’→'	ἧττον περὶ τὰ ἀίδια ἢ τὰ ἐφ’ ἡμῖν Ηγ4. 1111b32. τῶν	ἧττον περὶ τὰ ἀίδια ἢ τὰ ἐφ' ἡμῖν Ηγ4. 1111b32. τῶν
punct	page-026-R	_66670bb4-a07c-4307-aedd-a332473688b7	42	1	’→'	τὸ τρίγωνον ἔχει δυσὶν ὀρθαῖς ἀεὶ τὰς γωνίας ἴσας, ἀλλ’	τὸ τρίγωνον ἔχει δυσὶν ὀρθαῖς ἀεὶ τὰς γωνίας ἴσας, ἀλλ'
punct	page-026-R	_93ec5340-aadf-4192-8b38-874273a8309b	48	2	.→, .→,	ἐλέφαντος. ἵππου, αἰγός, ταύρου, καμήλȣ. φώκης, γίννȣ.	ἐλέφαντος. ἵππου, αἰγός, ταύρου, καμήλȣ, φώκης, γίννȣ,
punct	page-028-L	_9441a07a-a338-473c-bb4e-bf4ba401ad52	14	1	.→,	ἀέρος. τὸ μὲν ἔχον αἷμα ἶνας μᾶλλον γῆς, τὰ δὲ μὴ ἔχοντα	ἀέρος, τὸ μὲν ἔχον αἷμα ἶνας μᾶλλον γῆς, τὰ δὲ μὴ ἔχοντα
punct	page-028-L	_d00cc194-b622-4f80-b05f-73d4b3755d14	34	1	.→,	ἰχὼρ γίνεται. ȣ̓χ αἷμα πν6. 484a34), quamvis ȣ̓ συνεχὲς τὸ	ἰχὼρ γίνεται, ȣ̓χ αἷμα πν6. 484a34), quamvis ȣ̓ συνεχὲς τὸ
punct	page-028-R	_47213291-ad0a-4b44-b250-299f09089ade	12	1	.→,	6. 652a6. γ5. 668a5, 20. δ4. 678a9. Ζγγ1. 751b1. δ1.	6. 652a6. γ5, 668a5, 20. δ4. 678a9. Ζγγ1. 751b1. δ1.
punct	page-028-R	_bbe50b9e-bb04-4967-83b7-3faa78762f1f	55	1	.→,	νος μὲν ἐκθνήσκȣσι. πολλȣ͂ δ' ἄγαν ἀποθνήσκȣσιν Ζιγ19. 521	νος μὲν ἐκθνήσκȣσι, πολλȣ͂ δ' ἄγαν ἀποθνήσκȣσιν Ζιγ19. 521
punct	page-029-L	_23ec1d4d-b983-46fd-9c3f-fe9429b33508	22	1	.→,	αἱματικός. αἱματικὴ θερμότης. φλεγμασία Ζμδ13. 697a29.	αἱματικός. αἱματικὴ θερμότης, φλεγμασία Ζμδ13. 697a29.
punct	page-029-R	_15d81652-e994-40cb-af33-1e023918b885	3	1	’→᾽	ἥ τ’ ἐν ταῖς ῥισὶ ϗ̀ ἡ περὶ τὴν ἕδραν ϗ̀ ἰξία Ζιγ19. 529a19.	ἥ τ᾽ ἐν ταῖς ῥισὶ ϗ̀ ἡ περὶ τὴν ἕδραν ϗ̀ ἰξία Ζιγ19. 529a19.
punct	page-029-R	_8fcf1f8e-d196-455d-8df9-e8cf6cbcc869	15	3	ὸ→ό ’→' ∅→͂	αἰνεῖν. ἀνδρὸς ὃν ȣ̓δ’ αἰνεῖν τοῖσι κακȣσι θέμις f 623. 1583a14.	αἰνεῖν. ἀνδρός ὃν ȣ̓δ' αἰνεῖν τοῖσι κακȣ͂σι θέμις f 623. 1583a14.
punct	page-029-R	_db00e90f-d912-4e01-af20-421972241483	36	1	’→'	674b8. Ζιι50. 632b2. χολὴν οἱ πλεῖστοι ἔχȣσιν, ἐνιαχȣ δ’	674b8. Ζιι50. 632b2. χολὴν οἱ πλεῖστοι ἔχȣσιν, ἐνιαχȣ δ'
punct	page-029-R	_be43b089-aecc-48f2-a266-c340cc114f30	49	1	,→.	i q τράγος (cf h v) Ζιζ13. 573b30. — b, (biologica) αἶγες	i q τράγος (cf h v) Ζιζ13. 573b30. — b. (biologica) αἶγες
punct	page-029-R	_46756659-abc8-40f1-9f8d-f9c404f73fea	56	1	’→'	θ10. 596b6. ἔχȣσι κρότωνας. φθεῖρας δ’ ȣ̓́ Ζιε31. 557a16.	θ10. 596b6. ἔχȣσι κρότωνας. φθεῖρας δ' ȣ̓́ Ζιε31. 557a16.
punct	page-031-L	_8a59b796-ab7a-4424-8f05-e80d3a2452f5	5	1	᾽→'	ὁπόταν βȣληται, αἰσθάνεσθαι δ᾽ ȣ̓κ ἐπ᾽ αὐτῷ· ἀναγκαῖον	ὁπόταν βȣληται, αἰσθάνεσθαι δ' ȣ̓κ ἐπ᾽ αὐτῷ· ἀναγκαῖον
punct	page-031-L	_00826c5f-f41f-435e-9e4a-715766a515ba	17	1	᾽→'	αἰσθητὰ καθ᾽ αὐτά, opp κατὰ συμβεβηκός ψβ6. 418a16,	αἰσθητὰ καθ' αὐτά, opp κατὰ συμβεβηκός ψβ6. 418a16,
