column	line	token	tier	sanctioned	evidence	context
page-032-L	9	Platoni	unknown		Platoni is nowhere in the p.11/p.12 key · the only site in the corpus	ψγ9. 432 a16. (Platoni ἡ αἴσθησις τȣ͂ στερεȣ͂ ψα2. 404 b23).
page-032-L	45	Alex	unknown		Alex is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	τὰς πέντε ψγ1. 424 b22-425 a13 (Alex Aph απ. κ. λ. III 6
page-032-L	45	Aph	unknown		Aph is nowhere in the p.11/p.12 key · the only site in the corpus	τὰς πέντε ψγ1. 424 b22-425 a13 (Alex Aph απ. κ. λ. III 6
page-032-L	45	III	unknown		III is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	τὰς πέντε ψγ1. 424 b22-425 a13 (Alex Aph απ. κ. λ. III 6
page-033-L	3	Zeller	unknown		Zeller is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	1253 a17. γ11. 1281 b35. cf Zeller Gesch II 2. 504, 2. ἡ
page-033-L	3	Gesch	unknown		Gesch is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	1253 a17. γ11. 1281 b35. cf Zeller Gesch II 2. 504, 2. ἡ
page-033-L	32	Bernays	unknown		Bernays is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	λȣθȣ͂σαι αἰσθήσεις τῇ ποιητικῇ πο15. 1454 b17 (Bernays
page-033-L	33	Dial	unknown		Dial is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Dial p 5-7 Vhl Poet II 79) cf 7. 1451 a6. Ρβ8. 1386 a32
page-033-L	33	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	Dial p 5-7 Vhl Poet II 79) cf 7. 1451 a6. Ρβ8. 1386 a32
page-033-R	56	Emp	unknown		Emp is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	αἴσιμον (αὔξιμον Bk cum aliquot codd) ὕδωρ (Emp 357,
page-034-L	22	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	Νιόβη πο18. 1456 a17 (? Nck fr tr p 38). Aeschyli sunt
page-034-L	22	Aeschyli	unknown		Aeschyli is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	Νιόβη πο18. 1456 a17 (? Nck fr tr p 38). Aeschyli sunt
page-034-L	23	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	Φορκίδες, Προμηθεύς πο18. 1456 a2 (Nck p 65), ὅπλων κρί-
page-034-L	24	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	σις πο23. 1459 b5, Μυσοί πο24. 1460 a32 (Nck p 35).
page-034-L	26	Aeschyli	unknown		Aeschyli is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	σατυρικῷ f 575. 1572 b26. Aeschyli versus citantur Ζιι49 B.
page-034-L	40	Alcidam	unknown		Alcidam is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	τὴν τȣ͂ σώματος αἰσχύνην (Alcidam) Ργ3. 1406 a29.
page-034-L	47	Ab	unknown		Ab is nowhere in the p.11/p.12 key · the only site in the corpus	αἰσχυντικά Ρβ6. 1384 a9 (ἀναίσχυντα e cod Ab Vhl Spgl).
page-034-L	53	Halm	unknown		Halm is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	Halm) Ζμγ2. 663 a35.
page-035-L	59	Halm	unknown		Halm is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	αἰτιολογία (ci Halm, ἀντιλογία codd et edd) ρ7. 1428a7.
page-035-R	11	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	αἰχμή (Hom E 661, O 542) Ργ11. 1412 a1.
page-035-R	11	O	unknown		O is nowhere in the p.11/p.12 key · the only site in the corpus	αἰχμή (Hom E 661, O 542) Ργ11. 1412 a1.
page-035-R	13	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	αἰών. ἔμπεδος αἰών (Emped 72) Φθ1. 251 a1. — τὸ τέλος τὸ
page-035-R	46	Orph	unknown		Orph is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀκαμάτȣ πυρός (Orph VI 14) κ7. 401 b3.
page-035-R	46	VI	unknown		VI is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀκαμάτȣ πυρός (Orph VI 14) κ7. 401 b3.
page-036-L	18	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	dam, fort cnicus ferox L) Ζιι1. 610a5, 609a32. θ3. 593a1.
page-036-L	24	Gazae	unknown		Gazae is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	a15, 18 (spinax Gazae C S, squalus acanthias Ζιζ10 et raja
page-036-L	26	J	unknown		J is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	garis J Müller Abhandl d Berl Akad 1840 p 193. 235 AΖι
page-036-L	26	Abhandl	unknown		Abhandl is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	garis J Müller Abhandl d Berl Akad 1840 p 193. 235 AΖι
page-036-L	26	Berl	unknown		Berl is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	garis J Müller Abhandl d Berl Akad 1840 p 193. 235 AΖι
page-036-L	26	Akad	unknown		Akad is nowhere in the p.11/p.12 key · the only site in the corpus	garis J Müller Abhandl d Berl Akad 1840 p 193. 235 AΖι
page-036-L	34	Glo	unknown		Glo is nowhere in the p.11/p.12 key · the only site in the corpus	riétés du serin C, fringilla cannabina St Su p 120 n 67 Glo-
page-036-L	35	Arist	unknown		Arist is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	ger disquisitionum de avibus ab Arist commemoratis spe-
page-036-L	39	Acacia	unknown		Acacia is nowhere in the p.11/p.12 key · the only site in the corpus	χρόαν f 253. 1524b39 (Acacia vera W. cf Landsberg in Ja-
page-036-L	39	W	unknown		W is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	χρόαν f 253. 1524b39 (Acacia vera W. cf Landsberg in Ja-
page-036-L	39	Landsberg	unknown		Landsberg is nowhere in the p.11/p.12 key · the only site in the corpus	χρόαν f 253. 1524b39 (Acacia vera W. cf Landsberg in Ja-
page-036-L	39	Ja	unknown		Ja is nowhere in the p.11/p.12 key · the only site in the corpus	χρόαν f 253. 1524b39 (Acacia vera W. cf Landsberg in Ja-
page-036-L	40	Ztschr	unknown		Ztschr is nowhere in the p.11/p.12 key · the only site in the corpus	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	40	Med	unknown		Med is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	40	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	40	W	unknown		W is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	40	Schmidt	unknown		Schmidt is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	40	Pa	unknown		Pa is nowhere in the p.11/p.12 key · the only site in the corpus	nus Ztschr f Med IV 2, 269. W A Schmidt die griech Pa-
page-036-L	46	Gloger	unknown		Gloger is nowhere in the p.11/p.12 key · the only site in the corpus	caudatus St Cr, parus (aegithalus) pendulinus K Gloger I 2
page-036-R	3	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	simul memorat Ar, — alterum est phalaena cereana L, al-
page-036-R	4	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	terum ἀκαρί termes fatale L' S I 392, 675, fort der-
page-036-R	50	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀκίκυς (Hom ι515) i e ἀειδής πο22. 1458b25.
page-037-L	45	Accusativus	unknown		Accusativus is nowhere in the p.11/p.12 key · the only site in the corpus	Accusativus temporalis, πᾶσαν ὥραν γίγνεται τῆς ἡμέρας
page-037-L	53	Ddt	unknown		Ddt is nowhere in the p.11/p.12 key · the only site in the corpus	bili coni ξύλȣ Ddt). — acc obiecti cum nomine coniunctus
page-037-R	16	Isocr	unknown		Isocr is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	Isocr 5, 10) Ργ11. 1411b28. ἑτέρας ἀκμῆς τὸ πολεμεῖν ϗ̀
page-038-R	2	Steinthal	unknown		Steinthal is nowhere in the p.11/p.12 key · the only site in the corpus	χειν τινί, κατηγορεῖσθαί τινος (cf ἕπεσθαι. Steinthal p. 222)
page-038-R	10	Isocr	unknown		Isocr is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ἀκολȣθησις. ἐναντία ὑπομονὴ ἀκολȣθησις (Isocr 4, 35) Ργ9.
page-038-R	56	Cretenses	unknown		Cretenses is nowhere in the p.11/p.12 key · the only site in the corpus	ἀκοσμία τῶν δυνατῶν (apud Cretenses) Πβ10. 1272 b8.
page-038-R	57	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀκȣάζεσθαι (Hom ι7) Πθ3. 1338 a29.
page-040-R	26	Fabr	unknown		Fabr is nowhere in the p.11/p.12 key · the only site in the corpus	b4. (criquet C, locusta S, tetigonia Fabr St, non modo acri-
page-041-R	3	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀκρότατος. ἀκροτάτῃ κορυφῇ (Hom Α 499) κ6. 397b26.
page-041-R	42	Lycophronem	unknown		Lycophronem is nowhere in the p.11/p.12 key · the only site in the corpus	ἀκτὴ στενοπόρος (apud Lycophronem cf h v) Ργ3. 1405b36.
page-041-R	47	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀκτίς. ἀκτίνεσσιν (Emped 225) αι2. 437b31. ὁ κῶνος ὁ ἀπὸ
page-041-R	57	Quercus	unknown		Quercus is nowhere in the p.11/p.12 key · the only site in the corpus	ἄκυλος. ὗς πιαίνεται ἀκύλοις Ζιθ6. 595a29 (glans Quercus
page-041-R	58	Ilicis	unknown		Ilicis is nowhere in the p.11/p.12 key · the only site in the corpus	Ilicis).
page-042-L	25	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀλᾶτο (Hom Z201) πλ1. 953 a24.
page-042-L	25	Z	unknown		Z is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀλᾶτο (Hom Z201) πλ1. 953 a24.
page-042-L	38	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἄλγος. ἄλγεσι (Hom ο400) Ρα11. 1370 b5.
page-042-L	52	Mus	unknown		Mus is nowhere in the p.11/p.12 key · the only site in the corpus	ἀλεγίζειν, ἐν δ’ ἀλεγίζει (Mus 2) Ζιζ6. 563 a19.
page-042-L	53	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀλεείνειν (Hom Λ 542) Ρβ9. 1387 a34. (Hom Z 202) πλ1.
page-042-L	53	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀλεείνειν (Hom Λ 542) Ρβ9. 1387 a34. (Hom Z 202) πλ1.
page-042-L	53	Z	unknown		Z is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀλεείνειν (Hom Λ 542) Ρβ9. 1387 a34. (Hom Z 202) πλ1.
page-042-R	44	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	sianus gallus fem L, gallus alector St Cr AΖγ 22, Ζι I 77
page-043-L	8	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	mas L St K Cr AΖι I 77 n 13 Su 137 n 106 M 299).
page-043-L	17	Po	unknown		Po is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀλεξάνδρȣ) Ρβ23. 1398a22. 24. 1401b20 (tribuit hoc Po-
page-043-L	18	Sauppe	unknown		Sauppe is nowhere in the p.11/p.12 key · the only site in the corpus	lycrati Sauppe Orat II 223, et ad eandem declamationem
page-043-L	18	Orat	unknown		Orat is nowhere in the p.11/p.12 key · the only site in the corpus	lycrati Sauppe Orat II 223, et ad eandem declamationem
page-043-L	20	Isocrati	unknown		Isocrati is nowhere in the p.11/p.12 key · the only site in the corpus	iure Isocrati vindicat Vhl).
page-043-L	21	Macedonum	unknown		Macedonum is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀλέξανδρος Macedonum rex ρ1. 1420a5. κ1. 392a2. οβ
page-044-L	15	Democritus	unknown		Democritus is nowhere in the p.11/p.12 key · the only site in the corpus	a26. 25. 1402b23. (Democritus statuit) τὸ ἀληθὲς εἶναι τὸ
page-044-L	34	Ari	unknown		Ari is nowhere in the p.11/p.12 key · the only site in the corpus	ἐναντίον ψευδῆ Ργ19. 1419b14. huius usus auctorem Ari-
page-044-L	58	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	Ἀλήϊον (Hom Ζ 201) πλ1. 953a24.
page-044-L	59	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀλήτης (Hom ρ 420. τ 76) Ηδ4. 1122a27.
page-044-R	38	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἁλίσκεσθαι. ἄστυ ἁλῴη (Hom Ι 592) Ρα7. 1365 a13. Βα-
page-044-R	50	Ol	unknown		Ol is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	καίȣ (i e Ol 89, 3) f 579. 1573 a24.
page-045-L	3	Alcidamas	unknown		Alcidamas is nowhere in the p.11/p.12 key · the only site in the corpus	λέξιν Ργ3. 1406 a1, 9, 18 b11. cf Vhl Alcidamas.
page-045-L	13	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	μαντος πο14. 1453 b33 (Nck fr tr p 603). Ἀ. Θεοδέκτȣ,
page-045-L	16	Pythagoreis	unknown		Pythagoreis is nowhere in the p.11/p.12 key · the only site in the corpus	Ζγγ2. 752 b25. comparatur cum Pythagoreis ΜΑ5. 986 a26,
page-045-L	18	Trend	unknown		Trend is nowhere in the p.11/p.12 key · the only site in the corpus	a22 cf Trend p 216), περὶ θανάτȣ ἀνθρώπων πιζ3. 916 a34.
page-045-L	34	Simonid	unknown		Simonid is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	φον ποικίλας ἁλκυόνος (Simonid fr 12) Ζιε8. 542 b10. (? C II
page-045-L	52	Vahlen	unknown		Vahlen is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	25. 1460 b33 (Vahlen, Rhet p 33). ἀλλά γε non interpo-
page-045-L	52	Rhet	unknown		Rhet is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	25. 1460 b33 (Vahlen, Rhet p 33). ἀλλά γε non interpo-
page-045-L	58	Aristoteli	unknown		Aristoteli is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	tatum Aristoteli, veluti Κ5. 3 b19. Αγ6. 74 b17. τα7. 103
page-045-R	37	Torstr	unknown		Torstr is nowhere in the p.11/p.12 key · the only site in the corpus	b4 (γε om censet Torstr), in apodosi enunciationis conditio-
page-045-R	48	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀλλάττειν. ἀλλάσσοντα διαμπερές (Emped 73) Φθ1. 251 a2.
page-046-L	22	Emp	unknown		Emp is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	ἀλλοῖος. ἀλλοῖοι μετέφυν (Emp 376) Μγ5. 1009 b20. —
page-046-R	10	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀναιρεῖσθαι ἀνάγκη τοῖς ȣ̔́τω (Emped) λέγȣσιν ΜΑ8. 989
page-046-R	18	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	Trdlbg p 305. — ἡ ἀλλοίωσις ἐξ ἐναντίων τινῶν, εἰς ἐναν-
page-047-L	46	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	τίμησις ϗ̀ ἀλογία (ἀλογία ci Vhl Poet IV 428) πο25. 1461
page-047-L	46	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	τίμησις ϗ̀ ἀλογία (ἀλογία ci Vhl Poet IV 428) πο25. 1461
page-047-R	10	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	τἄλογα πο25. 1461b14 Vhl Poet IV 426. — ἄλογος mathe-
page-047-R	10	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	τἄλογα πο25. 1461b14 Vhl Poet IV 426. — ἄλογος mathe-
page-047-R	20	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἄλοξ (Emped 344) αν7. 473b11.
page-047-R	21	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	Ἀλόπη Καρκίνȣ Ηη8. 1150b10 (Nck fr tr p 619).
page-047-R	31	Arist	unknown		Arist is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	apud Arist ubique forma ἁλȣργός videtur exhiberi.
page-048-L	54	Eur	unknown		Eur is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	ἀλφάνȣσι φθόνον (Eur Med 297) Ρβ2. 1394a34.
page-048-L	54	Med	unknown		Med is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀλφάνȣσι φθόνον (Eur Med 297) Ρβ2. 1394a34.
page-048-L	60	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἄλφιτον (Emped 275) μδ4. 382a1. ὅσα περὶ ἄλφιτα πκα
page-048-R	11	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	1529 a15, 21 (selachiorum s squalorum L species quaedam).
page-048-R	29	Aegyptiaca	unknown		Aegyptiaca is nowhere in the p.11/p.12 key · the only site in the corpus	vulpe Aegyptiaca C II 726; canis vulpes S St K Cr, fort
page-048-R	30	Geoff	unknown		Geoff is nowhere in the p.11/p.12 key · the only site in the corpus	etiam canis niloticus Geoff AΖι I 63 n 3 Su 144 no 10).
page-048-R	33	Herrmann	unknown		Herrmann is nowhere in the p.11/p.12 key · the only site in the corpus	b25 refert S (renard volant C, sciurus petaurista Herrmann
page-048-R	34	Alopex	unknown		Alopex is nowhere in the p.11/p.12 key · the only site in the corpus	Alopex Arist Argent 1782, vulpecula Gazae S, 'de vulpecula
page-048-R	34	Arist	unknown		Arist is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	Alopex Arist Argent 1782, vulpecula Gazae S, 'de vulpecula
page-048-R	34	Argent	unknown		Argent is nowhere in the p.11/p.12 key · the only site in the corpus	Alopex Arist Argent 1782, vulpecula Gazae S, 'de vulpecula
page-048-R	34	Gazae	unknown		Gazae is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Alopex Arist Argent 1782, vulpecula Gazae S, 'de vulpecula
page-048-R	43	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	pes L (alopias vulp Raffinesque) J Müller Abhandl d Berl
page-048-R	43	Raffinesque	unknown		Raffinesque is nowhere in the p.11/p.12 key · the only site in the corpus	pes L (alopias vulp Raffinesque) J Müller Abhandl d Berl
page-048-R	43	J	unknown		J is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	pes L (alopias vulp Raffinesque) J Müller Abhandl d Berl
page-048-R	43	Abhandl	unknown		Abhandl is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	pes L (alopias vulp Raffinesque) J Müller Abhandl d Berl
page-048-R	43	Berl	unknown		Berl is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	pes L (alopias vulp Raffinesque) J Müller Abhandl d Berl
page-048-R	44	Acad	unknown		Acad is nowhere in the p.11/p.12 key · the only site in the corpus	Acad 1840 p 197, squalus nondum certo definitus AΖι I
page-049-L	14	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀμαθύνει (Hom Ι 593) Ρα7. 1365 a14.
page-049-R	9	Her	unknown		Her is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Πα12. 1259 b8 (Her. 2, 172).
page-049-R	55	Orphic	unknown		Orphic is nowhere in the p.11/p.12 key · the only site in the corpus	ἄμβροτος (Orphic VI 12) κ7. 401 b2.
page-049-R	55	VI	unknown		VI is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἄμβροτος (Orphic VI 12) κ7. 401 b2.
page-050-L	54	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀμήχανος. ἀμήχανόν ἐστι γενέσθαι (Emped 102) ξ2. 975 b2.
page-050-R	9	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	St K Cr, scomber amia L, s lichia amia Cuv F304, 9, scom-
page-050-R	11	Anaxag	unknown		Anaxag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	ἀμιγής. ὁ νȣ͂ς ἀμιγής (Anaxag), coni ἁπλȣ͂ς, καθαρός, ἀπα-
page-050-R	38	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἄμμορος (Hom Σ 489, ε 275) πο25. 1461a20.
page-051-L	4	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀμοιβαῖος (Emped 179) Μβ4. 1000 b15.
page-051-L	16	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀμȣργοὶ λαμπτῆρες (Emped 222, v l ἀμοργȣ́ς) αι2. 437 b28.
page-051-L	28	Vitis	unknown		Vitis is nowhere in the p.11/p.12 key · the only site in the corpus	f 554 1569 b34 (Vitis vinifera L).
page-051-L	28	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	f 554 1569 b34 (Vitis vinifera L).
page-051-L	34	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	συμπεριοδεύειν τῇ σελήνῃ κ4. 396 a26 (Ideler ad Met I 501).
page-051-L	34	Met	unknown		Met is nowhere in the p.11/p.12 key · the only site in the corpus	συμπεριοδεύειν τῇ σελήνῃ κ4. 396 a26 (Ideler ad Met I 501).
page-051-L	38	Amygdalus	unknown		Amygdalus is nowhere in the p.11/p.12 key · the only site in the corpus	(Amygdalus communis L).
page-051-L	38	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	(Amygdalus communis L).
page-051-L	42	Amygdali	unknown		Amygdali is nowhere in the p.11/p.12 key · the only site in the corpus	Amygdali communis).
page-051-R	3	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀμύνεσθαι περὶ πάτρης (Hom Μ 243) Ρβ21. 1395 a14. —
page-051-R	11	Gaza	unknown		Gaza is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	cula vertit Gaza, ramos Plinius, rectius propugnacula Sca-
page-051-R	11	Plinius	unknown		Plinius is nowhere in the p.11/p.12 key · the only site in the corpus	cula vertit Gaza, ramos Plinius, rectius propugnacula Sca-
page-051-R	11	Sca	unknown		Sca is nowhere in the p.11/p.12 key · the only site in the corpus	cula vertit Gaza, ramos Plinius, rectius propugnacula Sca-
page-051-R	12	Augsprossen	unknown		Augsprossen is nowhere in the p.11/p.12 key · the only site in the corpus	liger, defenses C, Augsprossen S II 34, Wehrzinken AΖι).
page-051-R	12	Wehrzinken	unknown		Wehrzinken is nowhere in the p.11/p.12 key · the only site in the corpus	liger, defenses C, Augsprossen S II 34, Wehrzinken AΖι).
page-051-R	16	Eur	unknown		Eur is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	ἀμύντωρ πατρός (Eur Or 1588) Ργ2. 1405 b23.
page-051-R	16	Or	unknown		Or is nowhere in the p.11/p.12 key · the only site in the corpus	ἀμύντωρ πατρός (Eur Or 1588) Ργ2. 1405 b23.
page-051-R	20	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	— Ἀμφιάραος Καρκίνȣ πο17. 1455 a27 (Nck fr tr p 619).
page-051-R	25	Vahlen	unknown		Vahlen is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ἀμφιβολία εἰρῆσθαι πο25. 1461 a25 Vahlen Poet IV 371.
page-051-R	25	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	ἀμφιβολία εἰρῆσθαι πο25. 1461 a25 Vahlen Poet IV 371.
page-051-R	25	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	ἀμφιβολία εἰρῆσθαι πο25. 1461 a25 Vahlen Poet IV 371.
page-051-R	59	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀμφινάοντος (Emped 228) αι2. 438 a2.
page-051-R	60	Aeschyl	unknown		Aeschyl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀμφινωμήσει (Aeschyl fr 297, 8) Ζιι49Β. 633 a26.
page-052-R	2	BC	unknown		BC is nowhere in the p.11/p.12 key · the only site in the corpus	(ἀμφοτέροις codd BC, a32 ἐν ἀμφοτέροις τοῖς λόγοις Bk). —
page-052-R	27	Theo	unknown		Theo is nowhere in the p.11/p.12 key · the only site in the corpus	ἀμφοῖν πολιτῶν Πγ5. 1278 a34, θείων ἀπ’ ἀμφοῖν (Theo-
page-052-R	28	Nck	unknown		Nck is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	dect fr 3 Nck) Πα6. 1255 a37, coll τȣ̀ς ἐξ ἀμφοτέρων πο-
page-053-L	5	Buttm	unknown		Buttm is nowhere in the p.11/p.12 key · the only site in the corpus	particulae ἄν (Buttm ad Dem Mid n 153) idem fere valeat
page-053-L	5	Dem	unknown		Dem is nowhere in the p.11/p.12 key · the only site in the corpus	particulae ἄν (Buttm ad Dem Mid n 153) idem fere valeat
page-053-L	5	Mid	unknown		Mid is nowhere in the p.11/p.12 key · the only site in the corpus	particulae ἄν (Buttm ad Dem Mid n 153) idem fere valeat
page-053-L	8	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	saepe apud Ar legitur (Vhl Poet I 35), veluti κἂν εἰ δὲ τῆς
page-053-L	47	Ac	unknown		Ac is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	ἀεὶ ἐν pro κἂν cod Ac Spgl). — ὥσπερ ἂν εἰ, καθάπερ
page-053-L	53	Ac	unknown		Ac is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	(cod Ac Spgl, ἂν om Bk), 1399b20 (ἂν unc incl Bk3). γ7.
